Datetime,Open,High,Low,Close,Adj Close,Volume
2024-08-14 09:00:00,45.650001525878906,49.70000076293945,44.70000076293945,49.70000076293945,49.70000076293945,8684273
2024-08-14 10:00:00,49.70000076293945,49.70000076293945,49.70000076293945,49.70000076293945,49.70000076293945,639903
2024-08-14 11:00:00,49.70000076293945,49.70000076293945,49.70000076293945,49.70000076293945,49.70000076293945,669098
2024-08-14 12:00:00,49.70000076293945,49.70000076293945,49.70000076293945,49.70000076293945,49.70000076293945,458450
2024-08-14 13:00:00,49.70000076293945,49.70000076293945,49.70000076293945,49.70000076293945,49.70000076293945,53915
2024-08-15 09:00:00,52.29999923706055,52.29999923706055,47.95000076293945,48.599998474121094,48.599998474121094,24085015
2024-08-15 10:00:00,48.599998474121094,49.5,48.400001525878906,48.95000076293945,48.95000076293945,2552097
2024-08-15 11:00:00,48.900001525878906,50.599998474121094,48.75,49.349998474121094,49.349998474121094,3407597
2024-08-15 12:00:00,49.400001525878906,50.599998474121094,48.95000076293945,49.900001525878906,49.900001525878906,3726576
2024-08-15 13:00:00,49.900001525878906,50.29999923706055,49.5,50.29999923706055,50.29999923706055,2713108
2024-08-16 09:00:00,50.5,51.5,49.099998474121094,49.849998474121094,49.849998474121094,7400677
2024-08-16 10:00:00,49.849998474121094,49.900001525878906,48.900001525878906,49.400001525878906,49.400001525878906,2284547
2024-08-16 11:00:00,49.400001525878906,49.5,49.150001525878906,49.400001525878906,49.400001525878906,799553
2024-08-16 12:00:00,49.45000076293945,49.5,48.5,48.79999923706055,48.79999923706055,1796301
2024-08-16 13:00:00,48.79999923706055,48.900001525878906,48.20000076293945,48.400001525878906,48.400001525878906,1712410
2024-08-19 09:00:00,48.099998474121094,49.70000076293945,47.150001525878906,48.900001525878906,48.900001525878906,0
2024-08-19 10:00:00,48.900001525878906,49.20000076293945,48.599998474121094,48.599998474121094,48.599998474121094,699070
2024-08-19 11:00:00,48.70000076293945,48.900001525878906,48.099998474121094,48.150001525878906,48.150001525878906,803690
2024-08-19 12:00:00,48.150001525878906,48.25,47.400001525878906,47.45000076293945,47.45000076293945,784062
