Date,Open,High,Low,Close,Adj Close,Volume
2014-12-01,38.97999954223633,40.70000076293945,36.810001373291016,39.5,33.02913284301758,1449688
2015-01-01,39.5,39.5,37.5099983215332,38.5,32.19294738769531,914567
2015-02-01,38.02000045776367,39.18000030517578,37.5,37.880001068115234,31.674522399902344,470218
2015-03-01,38.0,38.5,36.5,37.0,30.938684463500977,858780
2015-04-01,37.689998626708984,37.689998626708984,36.709999084472656,37.0,30.938684463500977,889705
2015-05-01,37.0,37.119998931884766,35.43000030517578,36.04999923706055,30.14430809020996,466750
2015-06-01,35.599998474121094,36.189998626708984,30.40999984741211,30.700000762939453,25.670745849609375,251250
2015-07-01,30.299999237060547,30.799999237060547,28.5,28.59000015258789,23.906402587890625,400954
2015-08-01,28.899999618530273,28.899999618530273,24.510000228881836,25.0,20.90451431274414,415491
2015-09-01,24.6200008392334,25.56999969482422,24.020000457763672,25.40999984741211,21.680971145629883,194793
2015-10-01,25.6299991607666,26.6299991607666,25.399999618530273,26.0,22.184383392333984,164199
2015-11-01,26.149999618530273,26.200000762939453,24.90999984741211,25.510000228881836,21.766292572021484,235750
2015-12-01,25.600000381469727,28.40999984741211,25.5,26.899999618530273,22.95230484008789,551663
2016-01-01,26.899999618530273,27.0,24.530000686645508,24.799999237060547,21.160486221313477,86410
2016-02-01,24.989999771118164,24.989999771118164,23.700000762939453,23.899999618530273,20.392566680908203,113814
2016-03-01,23.469999313354492,24.719999313354492,22.700000762939453,23.09000015258789,19.70143699645996,319613
2016-04-01,22.90999984741211,23.670000076293945,21.950000762939453,23.200000762939453,19.79529571533203,259534
2016-05-01,23.200000762939453,23.200000762939453,20.81999969482422,23.110000610351562,19.718503952026367,164331
2016-06-01,23.0,23.110000610351562,22.0,22.25,18.984710693359375,237630
2016-07-01,22.149999618530273,22.350000381469727,19.1200008392334,19.200000762939453,16.382312774658203,275761
2016-08-01,19.270000457763672,21.350000381469727,17.200000762939453,20.75,17.70484161376953,552427
2016-09-01,20.329999923706055,21.68000030517578,20.0,20.780000686645508,17.730443954467773,204600
2016-10-01,19.399999618530273,20.799999237060547,18.329999923706055,18.5,15.785041809082031,241504
2016-11-01,18.549999237060547,18.549999237060547,17.299999237060547,17.450000762939453,14.88913345336914,459142
2016-12-01,16.600000381469727,18.690000534057617,16.600000381469727,18.219999313354492,15.546133041381836,921551
2017-01-01,18.219999313354492,27.350000381469727,18.15999984741211,23.0,19.624645233154297,2441653
2017-02-01,23.0,30.309999465942383,22.399999618530273,28.799999237060547,24.573467254638672,2678580
2017-03-01,27.200000762939453,29.549999237060547,26.0,28.18000030517578,24.044458389282227,3628547
2017-04-01,28.18000030517578,28.600000381469727,26.25,27.06999969482422,23.097352981567383,917519
2017-05-01,27.06999969482422,29.989999771118164,26.959999084472656,28.309999465942383,24.155380249023438,2233057
2017-06-01,28.40999984741211,33.900001525878906,28.350000381469727,30.780000686645508,26.262895584106445,4551622
2017-07-01,31.489999771118164,33.470001220703125,29.899999618530273,30.780000686645508,26.262895584106445,2196878
2017-08-01,30.799999237060547,42.900001525878906,28.920000076293945,39.099998474121094,33.68165969848633,8551083
2017-09-01,39.29999923706055,42.9900016784668,38.650001525878906,40.13999938964844,34.577545166015625,7102398
2017-10-01,40.91999816894531,51.0,40.380001068115234,49.61000061035156,42.73522186279297,10479300
2017-11-01,49.5099983215332,53.0,47.93000030517578,48.29999923706055,41.60675811767578,8080747
2017-12-01,48.20000076293945,48.66999816894531,43.36000061035156,47.29999923706055,40.745330810546875,4096454
2018-01-01,47.29999923706055,83.5,47.29999923706055,80.0999984741211,69.0000228881836,24162341
2018-02-01,79.5,94.29000091552734,63.650001525878906,91.0,78.3895492553711,11774839
2018-03-01,90.27999877929688,127.3499984741211,86.5,125.0,107.67794799804688,14476669
2018-04-01,132.49000549316406,162.58999633789062,122.0,140.39999389648438,120.94386291503906,20733771
2018-05-01,140.39999389648438,155.4600067138672,124.0,149.6999969482422,128.95509338378906,15142282
2018-06-01,147.8699951171875,150.4499969482422,119.5,133.50999450683594,115.00865936279297,8391825
2018-07-01,133.5,140.39999389648438,102.0,129.91000366210938,111.90752410888672,11609945
2018-08-01,130.38999938964844,132.0,100.0,109.0,94.77275848388672,21120453
2018-09-01,107.5,108.5,85.5,89.30000305175781,77.64411163330078,10824917
2018-10-01,89.19999694824219,91.69999694824219,48.099998474121094,57.70000076293945,50.168697357177734,10600376
2018-11-01,56.79999923706055,74.80000305175781,56.099998474121094,70.0,60.863243103027344,11900478
2018-12-01,72.0,76.9000015258789,58.79999923706055,59.0,51.29901885986328,6667221
2019-01-01,59.0,70.0,55.5,66.69999694824219,57.99396896362305,12127506
2019-02-01,66.69999694824219,74.5999984741211,64.19999694824219,71.5,62.16745376586914,9514427
2019-03-01,71.5,74.69999694824219,66.5999984741211,69.4000015258789,60.341556549072266,10946414
2019-04-01,69.69999694824219,89.4000015258789,69.69999694824219,81.0,70.4274673461914,56022837
2019-05-01,81.0,82.19999694824219,60.0,62.900001525878906,54.689971923828125,16506082
2019-06-01,62.20000076293945,67.80000305175781,61.0,64.5999984741211,56.1680793762207,6468486
2019-07-01,67.0,75.80000305175781,66.19999694824219,68.80000305175781,59.81987762451172,34940563
2019-08-01,67.19999694824219,68.5,58.29999923706055,61.0,55.75013732910156,10860108
2019-09-01,61.79999923706055,64.5999984741211,59.099998474121094,61.0,55.75013732910156,7872724
2019-10-01,61.29999923706055,62.79999923706055,59.29999923706055,61.29999923706055,56.02431869506836,4696671
2019-11-01,61.29999923706055,63.099998474121094,45.099998474121094,46.349998474121094,42.3609619140625,14885353
2019-12-01,46.45000076293945,53.099998474121094,45.900001525878906,51.900001525878906,47.43331527709961,7807540
2020-01-01,51.900001525878906,53.0,45.900001525878906,46.95000076293945,42.909324645996094,5557665
2020-02-01,42.400001525878906,51.900001525878906,42.400001525878906,49.0,44.782901763916016,5724783
2020-03-01,47.04999923706055,52.70000076293945,34.04999923706055,44.95000076293945,41.081451416015625,11773233
2020-04-01,45.25,56.0,43.79999923706055,54.099998474121094,49.4439697265625,20006107
2020-05-01,54.099998474121094,62.79999923706055,49.54999923706055,57.900001525878906,52.916934967041016,20112683
2020-06-01,58.0,60.20000076293945,53.099998474121094,54.20000076293945,49.53536605834961,13834151
2020-07-01,54.20000076293945,56.70000076293945,46.20000076293945,48.150001525878906,44.00605010986328,6923270
2020-08-01,48.150001525878906,53.79999923706055,45.04999923706055,48.150001525878906,44.00605010986328,7492961
2020-09-01,48.20000076293945,50.5,44.20000076293945,45.04999923706055,41.172847747802734,2910999
2020-10-01,45.04999923706055,46.25,43.5,44.099998474121094,40.30460739135742,1542849
2020-11-01,44.099998474121094,49.900001525878906,43.29999923706055,49.400001525878906,45.148475646972656,5212883
2020-12-01,49.599998474121094,61.29999923706055,48.45000076293945,55.29999923706055,50.54069519042969,37086928
2021-01-01,55.29999923706055,66.5,53.20000076293945,59.20000076293945,54.10505294799805,48059987
2021-02-01,58.29999923706055,64.69999694824219,54.5,59.79999923706055,54.65341567993164,12648623
2021-03-01,59.79999923706055,63.5,58.20000076293945,58.79999923706055,53.73947525024414,12567926
2021-04-01,60.400001525878906,73.30000305175781,60.20000076293945,60.70000076293945,55.47595977783203,35757614
2021-05-01,60.70000076293945,60.70000076293945,43.20000076293945,50.29999923706055,45.97101593017578,9715770
2021-06-01,50.400001525878906,56.5,50.20000076293945,52.599998474121094,48.07306671142578,6020689
2021-07-01,51.79999923706055,58.29999923706055,51.79999923706055,54.0,49.35258102416992,7888513
2021-08-01,54.29999923706055,54.70000076293945,48.04999923706055,50.70000076293945,46.33658981323242,3712414
2021-09-01,50.099998474121094,51.20000076293945,45.599998474121094,46.349998474121094,43.04697036743164,1627664
2021-10-01,46.099998474121094,51.599998474121094,43.20000076293945,48.04999923706055,44.625823974609375,1832725
2021-11-01,48.5,50.79999923706055,47.04999923706055,47.54999923706055,44.16145706176758,1891930
2021-12-01,47.400001525878906,51.0,46.29999923706055,49.95000076293945,46.39042663574219,2476904
2022-01-01,50.099998474121094,50.900001525878906,45.0,45.20000076293945,41.97892761230469,1831035
2022-02-01,45.20000076293945,48.70000076293945,45.20000076293945,47.79999923706055,44.39364242553711,1017303
2022-03-01,47.599998474121094,49.5,44.54999923706055,45.099998474121094,41.88604736328125,1924351
2022-04-01,45.0,45.79999923706055,42.099998474121094,42.650001525878906,39.61064529418945,1211203
2022-05-01,42.650001525878906,46.20000076293945,38.54999923706055,43.0,39.93570327758789,3085157
2022-06-01,42.75,49.0,42.70000076293945,43.75,40.63225555419922,4267118
2022-07-01,43.349998474121094,44.0,41.54999923706055,43.0,39.93570327758789,1397190
2022-08-01,43.04999923706055,48.29999923706055,41.650001525878906,47.900001525878906,44.486515045166016,3237139
2022-09-01,47.849998474121094,47.900001525878906,36.79999923706055,38.349998474121094,35.61707305908203,1689822
2022-10-01,37.099998474121094,38.45000076293945,31.25,32.54999923706055,31.098896026611328,1688905
2022-11-01,32.5,36.900001525878906,32.5,36.150001525878906,34.53840637207031,1303864
2022-12-01,36.349998474121094,39.45000076293945,35.900001525878906,36.45000076293945,34.82503128051758,2033125
2023-01-01,36.45000076293945,39.20000076293945,36.20000076293945,38.95000076293945,37.21358108520508,1293031
2023-02-01,39.099998474121094,42.5,39.099998474121094,41.400001525878906,39.554359436035156,2488293
2023-03-01,41.79999923706055,44.900001525878906,40.0,41.849998474121094,39.98429489135742,4008522
2023-04-01,41.849998474121094,45.400001525878906,40.20000076293945,41.349998474121094,39.50658416748047,3647114
2023-05-01,41.349998474121094,43.5,39.29999923706055,40.25,38.455623626708984,2034814
2023-06-01,40.29999923706055,41.5,39.849998474121094,40.04999923706055,38.26454162597656,1547227
2023-07-01,40.29999923706055,40.70000076293945,37.70000076293945,38.900001525878906,37.165809631347656,1641256
2023-08-01,39.29999923706055,39.29999923706055,32.0,33.25,31.767690658569336,3095785
2023-09-01,33.25,34.54999923706055,30.600000381469727,32.0,30.573415756225586,3375738
2023-10-01,32.099998474121094,32.5,30.100000381469727,30.799999237060547,30.799999237060547,1144823
2023-11-01,30.700000762939453,33.0,30.5,32.75,32.75,1432491
2023-12-01,32.900001525878906,34.0,31.5,32.29999923706055,32.29999923706055,2085290
2024-01-01,32.29999923706055,33.04999923706055,31.350000381469727,32.0,32.0,1543072
2024-02-01,32.099998474121094,35.650001525878906,32.0,34.75,34.75,3931669
2024-03-01,34.75,40.900001525878906,32.79999923706055,37.04999923706055,37.04999923706055,16237929
2024-04-01,36.349998474121094,37.150001525878906,31.649999618530273,32.70000076293945,32.70000076293945,5831528
2024-05-01,32.54999923706055,36.75,32.400001525878906,35.0,35.0,5808416
2024-06-01,35.0,36.849998474121094,30.700000762939453,31.200000762939453,31.200000762939453,7353626
2024-07-01,31.200000762939453,39.099998474121094,30.0,33.95000076293945,33.95000076293945,25912071
2024-08-01,34.20000076293945,52.29999923706055,32.75,44.900001525878906,44.900001525878906,206144090
2024-09-01,45.099998474121094,46.25,39.20000076293945,42.20000076293945,42.20000076293945,27547741
