Datetime,Open,High,Low,Close,Volume
2022-05-02,42.65,43.6,41.0,41.1,250050.0
2022-05-09,41.1,41.65,38.55,38.9,452020.0
2022-05-16,41.55,46.2,40.85,42.75,1845249.0
2022-05-23,42.3,43.1,42.1,42.65,354620.0
2022-05-30,42.9,45.1,42.7,44.85,702263.0
2022-06-06,44.8,49.0,44.8,46.85,1630166.0
2022-06-13,46.65,46.65,43.65,45.1,833680.0
2022-06-20,45.4,45.7,43.3,45.5,719222.0
2022-06-27,47.2,47.3,42.2,42.65,710005.0
2022-07-04,42.65,44.0,41.7,42.9,395050.0
2022-07-11,42.85,43.0,41.55,42.75,330125.0
2022-07-18,43.9,43.9,42.7,42.9,269000.0
2022-07-25,42.9,43.6,42.55,43.0,258015.0
2022-08-01,43.05,44.4,41.65,44.2,305000.0
2022-08-08,43.8,47.95,43.0,45.4,1237018.0
2022-08-15,45.85,45.85,44.4,45.3,384000.0
2022-08-22,44.75,48.0,44.75,47.4,901120.0
2022-08-29,46.5,48.3,46.0,46.55,713260.0
2022-09-05,45.5,45.95,43.85,44.7,246705.0
2022-09-12,44.7,45.25,43.4,43.95,214000.0
2022-09-19,43.65,43.8,41.3,41.45,360369.0
2022-09-26,40.65,40.75,36.8,38.35,565489.0
2022-10-03,37.1,38.45,37.1,37.55,305136.0
2022-10-10,37.55,37.55,32.1,33.75,904180.0
2022-10-17,33.3,33.7,32.0,32.2,235244.0
2022-10-24,32.5,33.45,31.25,33.0,194345.0
2022-10-31,33.2,35.3,31.65,34.85,269014.0
2022-11-07,35.15,36.9,34.5,35.4,254001.0
2022-11-14,36.0,36.8,35.0,36.4,395229.0
2022-11-21,36.7,36.7,35.4,35.8,267441.0
2022-11-28,35.4,38.3,35.1,37.75,613262.0
2022-12-05,37.85,39.45,36.75,37.3,486000.0
2022-12-12,36.5,38.5,36.5,37.4,565042.0
2022-12-19,37.5,37.5,35.9,36.4,289000.0
2022-12-26,37.0,38.35,36.15,36.45,248000.0
2023-01-02,36.45,37.5,36.2,36.5,70000.0
2023-01-09,36.45,37.4,36.4,36.45,314000.0
2023-01-16,36.5,38.2,36.5,37.95,239013.0
2023-01-23,37.95,37.95,37.95,37.95,0.0
2023-01-30,38.1,39.75,38.1,39.6,999019.0
2023-02-06,39.85,40.35,39.25,39.6,529073.0
2023-02-13,40.4,41.2,39.4,41.2,584218.0
2023-02-20,41.2,42.5,40.65,41.4,1046001.0
2023-02-27,41.4,41.8,41.1,41.4,228006.0
2023-03-06,41.45,44.9,41.45,42.05,2164234.0
2023-03-13,40.25,42.0,40.05,41.3,596082.0
2023-03-20,41.0,41.8,40.55,41.2,415150.0
2023-03-27,41.1,42.35,40.0,41.85,605050.0
2023-04-03,41.85,42.15,41.6,41.75,130000.0
2023-04-10,42.2,43.95,41.85,42.9,1324000.0
2023-04-17,42.75,45.4,41.0,41.6,1695023.0
2023-04-24,41.6,42.5,40.2,41.35,498091.0
2023-05-01,41.35,43.35,41.35,43.2,572103.0
2023-05-08,43.2,43.5,39.3,40.4,646061.0
2023-05-15,40.4,41.5,39.8,41.15,205200.0
2023-05-22,40.7,41.9,40.3,40.45,273357.0
2023-05-29,40.4,41.9,40.15,40.35,424093.0
2023-06-05,41.2,41.5,40.15,40.25,401000.0
2023-06-12,40.1,40.65,39.95,40.55,428189.0
2023-06-19,39.85,41.4,39.85,41.35,300033.0
2023-06-26,40.9,40.9,39.85,40.05,332005.0
2023-07-03,40.3,40.4,39.6,39.8,335030.0
2023-07-10,40.7,40.7,38.45,38.8,501155.0
2023-07-17,38.85,38.85,37.7,38.05,428011.0
2023-07-24,38.2,39.1,37.85,39.1,301060.0
2023-07-31,39.1,39.3,38.0,38.35,201000.0
2023-08-07,38.55,38.55,34.45,34.5,1113105.0
2023-08-14,34.0,34.9,32.65,32.7,874100.0
2023-08-21,32.7,33.3,32.0,32.8,592257.0
2023-08-28,33.65,33.65,32.1,33.15,629323.0
2023-09-04,33.15,33.6,31.6,31.7,823068.0
2023-09-11,31.65,34.55,30.6,33.15,1536070.0
2023-09-18,33.15,33.9,31.6,32.7,641000.0
2023-09-25,32.7,32.7,31.65,32.0,137600.0
2023-10-02,32.1,32.5,31.05,31.25,533701.0
2023-10-09,31.25,31.5,30.95,31.4,281001.0
2023-10-16,31.5,31.55,30.1,30.6,201001.0
2023-10-23,30.6,31.55,30.6,31.05,106045.0
2023-10-30,30.85,31.3,30.7,31.0,75275.0
2023-11-06,31.0,31.5,30.7,31.0,154000.0
2023-11-13,30.9,31.2,30.5,31.15,466060.0
2023-11-20,31.7,32.55,31.6,32.2,469001.0
2023-11-27,32.4,33.5,32.05,33.25,505230.0
2023-12-04,33.3,34.0,33.25,33.8,681084.0
2023-12-11,33.55,33.6,31.85,32.5,668206.0
2023-12-18,32.55,32.55,31.5,32.35,329000.0
2023-12-25,32.6,32.6,31.65,32.3,193000.0
2024-01-01,32.3,32.3,31.9,32.15,146070.0
2024-01-08,32.15,32.75,31.35,32.2,391000.0
2024-01-15,32.45,32.45,31.5,31.9,364002.0
2024-01-22,32.3,33.05,31.75,32.2,503000.0
2024-01-29,32.5,32.65,31.95,32.15,299000.0
2024-02-05,32.2,32.4,32.0,32.4,73010.0
2024-02-12,32.4,33.15,32.4,32.95,338020.0
2024-02-19,33.0,35.65,33.0,33.85,1984639.0
2024-02-26,33.9,35.65,33.7,34.75,1600000.0
2024-03-04,35.15,35.3,32.8,34.05,1154330.0
2024-03-11,34.6,34.65,32.9,33.2,1122008.0
2024-03-18,33.1,35.3,32.8,34.4,2324009.0
2024-03-25,34.5,40.9,34.5,37.05,11413582.0
2024-04-01,36.35,37.15,35.1,35.15,1871720.0
2024-04-08,35.2,36.05,34.15,34.15,1755131.0
2024-04-15,34.3,34.9,31.65,31.7,1344758.0
2024-04-22,32.25,33.1,31.65,32.6,563919.0
2024-04-29,32.65,33.3,32.5,32.85,435000.0
2024-05-06,33.0,33.8,32.4,33.6,746055.0
2024-05-13,33.6,33.85,32.75,33.25,564359.0
2024-05-20,33.7,36.3,33.05,35.85,2655002.0
2024-05-27,35.85,36.75,34.6,35.0,1704000.0
2024-06-03,35.0,36.85,34.55,36.15,1392000.0
2024-06-10,36.15,36.5,31.8,32.1,1940329.0
2024-06-17,32.0,32.7,31.7,32.2,1690132.0
2024-06-24,32.25,32.25,30.7,31.2,2331165.0
2024-07-01,31.2,38.0,30.0,37.1,9319270.0
2024-07-08,37.3,38.5,34.6,38.1,7903705.0
2024-07-15,39.1,39.1,36.5,37.5,5683139.0
2024-07-22,37.5,37.6,34.1,34.3,1755071.0
2024-07-29,34.35,37.0,32.75,36.3,3147301.0
2024-08-05,35.95,43.1,32.75,43.1,25307651.0
2024-08-12,46.8,52.3,43.7,48.25,94839518.0
2024-08-19,48.1,49.7,43.1,45.1,37167131.0
2024-08-26,45.1,51.1,42.75,44.9,46933375.0
2024-09-02,45.1,46.25,40.25,41.8,13922429.0
2024-09-09,41.3,43.55,39.2,42.2,9957986.0
2024-09-16,42.6,44.3,40.9,41.45,5885141.0
